"L","P"
0.183460270662014,1.3975
0.184276810391352,1.39748961294112
0.18509335012069,1.39747177476684
0.185909889850028,1.3974464546895
0.186726429579366,1.39741362180139
0.187542969308704,1.39737324507719
0.188359509038042,1.3973252933767
0.18917604876738,1.39726973544738
0.189992588496718,1.39720653992714
0.190809128226056,1.39713567534709
0.191625667955394,1.39705711013438
0.192442207684732,1.39697081261507
0.19325874741407,1.39687675101711
0.194075287143408,1.39677489347336
0.194891826872746,1.39666520802466
0.195708366602084,1.39654766262299
0.196524906331422,1.39642222513472
0.19734144606076,1.39628886334383
0.198157985790098,1.39614754495536
0.198974525519436,1.39599823759877
0.199791065248774,1.39584090883151
0.200607604978112,1.39567552614256
0.20142414470745,1.39550205695611
0.202240684436788,1.39532046863534
0.203057224166126,1.39513072848619
0.203873763895464,1.3949328037613
0.204690303624802,1.394726661664
0.20550684335414,1.39451226935239
0.206323383083478,1.39428959394349
0.207139922812816,1.39405860251755
0.207956462542154,1.39381926212234
0.208773002271492,1.39357153977763
0.20958954200083,1.39331540247974
0.210406081730168,1.39305081720615
0.211222621459506,1.39277775092026
0.212039161188844,1.39249617057621
0.212855700918182,1.39220604312387
0.21367224064752,1.39190733551384
0.214488780376858,1.39160001470263
0.215305320106196,1.39128404765794
0.216121859835534,1.39095940136403
0.216938399564872,1.3906260428272
0.21775493929421,1.39028393908146
0.218571479023548,1.38993305719417
0.219388018752886,1.389573364272
0.220204558482224,1.3892048274668
0.221021098211562,1.3888274139818
0.2218376379409,1.38844109107775
0.222654177670238,1.38804582607937
0.223470717399575,1.38764158638175
0.224287257128913,1.38722833945706
0.225103796858251,1.38680605286128
0.225920336587589,1.38637469424109
0.226736876316927,1.38593423134097
0.227553416046265,1.38548463201032
0.228369955775603,1.38502586421089
0.229186495504941,1.3845578960242
0.230003035234279,1.38408069565922
0.230819574963617,1.38359423146018
0.231636114692955,1.38309847191447
0.232452654422293,1.38259338566086
0.233269194151631,1.38207894149768
0.234085733880969,1.38155510839134
0.234902273610307,1.38102185548492
0.235718813339645,1.38047915210697
0.236535353068983,1.37992696778044
0.237351892798321,1.37936527223189
0.238168432527659,1.37879403540075
0.238984972256997,1.37821322744884
0.239801511986335,1.37762281877009
0.240618051715673,1.37702278000037
0.241434591445011,1.37641308202759
0.242251131174349,1.37579369600196
0.243067670903687,1.37516459334645
0.243884210633025,1.37452574576742
0.244700750362363,1.37387712526553
0.245517290091701,1.37321870414677
0.246333829821039,1.37255045503375
0.247150369550377,1.37187235087719
0.247966909279715,1.37118436496759
0.248783449009053,1.37048647094719
0.249599988738391,1.36977864282205
0.250416528467729,1.36906085497447
0.251233068197067,1.3683330821755
0.252049607926405,1.36759529959779
0.252866147655743,1.36684748282862
0.253682687385081,1.36608960788317
0.254499227114419,1.365321651218
0.255315766843757,1.36454358974482
0.256132306573095,1.36375540084444
0.256948846302433,1.36295706238102
0.257765386031771,1.36214855271652
0.258581925761109,1.36132985072539
0.259398465490447,1.36050093580957
0.260215005219785,1.35966178791366
0.261031544949123,1.35881238754044
0.261848084678461,1.35795271576649
0.262664624407799,1.35708275425827
0.263481164137137,1.35620248528826
0.264297703866475,1.3553118917515
0.265114243595813,1.35441095718233
0.265930783325151,1.35349966577139
0.266747323054489,1.35257800238287
0.267563862783827,1.35164595257211
0.268380402513165,1.35070350260334
0.269196942242503,1.34975063946775
0.270013481971841,1.34878735090186
0.270830021701179,1.34781362540608
0.271646561430517,1.34682945226358
0.272463101159855,1.3458348215594
0.273279640889193,1.34482972419987
0.274096180618531,1.34381415193224
0.274912720347869,1.3427880973646
0.275729260077207,1.34175155398605
0.276545799806545,1.34070451618716
0.277362339535883,1.33964697928065
0.278178879265221,1.3385789395223
0.278995418994559,1.33750039413224
0.279811958723897,1.33641134131633
0.280628498453235,1.33531178028789
0.281445038182572,1.33420171128961
0.28226157791191,1.33308113561581
0.283078117641248,1.33195005563477
0.283894657370586,1.33080847481141
0.284711197099924,1.32965639773018
0.285527736829262,1.32849383011813
0.2863442765586,1.32732077886822
0.287160816287938,1.32613725206281
0.287977356017276,1.3249432589974
0.288793895746614,1.32373881020448
0.289610435475952,1.32252391747766
0.29042697520529,1.32129859389586
0.291243514934628,1.3200628538478
0.292060054663966,1.3188167130565
0.292876594393304,1.31756018860399
0.293693134122642,1.31629329895621
0.29450967385198,1.3150160639879
0.295326213581318,1.31372850500769
0.296142753310656,1.31243064478323
0.296959293039994,1.31112250756645
0.297775832769332,1.30980411911881
0.29859237249867,1.30847550673668
0.299408912228008,1.30713669927664
0.300225451957346,1.3057877271809
0.301041991686684,1.30442862250261
0.301858531416022,1.30305941893126
0.30267507114536,1.3016801518179
0.303491610874698,1.30029085820039
0.304308150604036,1.29889157682849
0.305124690333374,1.29748234818888
0.305941230062712,1.29606321453004
0.30675776979205,1.29463421988688
0.307574309521388,1.29319541010533
0.308390849250726,1.29174683286656
0.309207388980064,1.29028853771101
0.310023928709402,1.28882057606221
0.31084046843874,1.28734300125015
0.311657008168078,1.28585586853443
0.312473547897416,1.284359235127
0.313290087626754,1.28285316021444
0.314106627356092,1.28133770497991
0.31492316708543,1.27981293262451
0.315739706814768,1.27827890838818
0.316556246544106,1.27673569957007
0.317372786273444,1.27518337554824
0.318189326002782,1.27362200779884
0.31900586573212,1.27205166991448
0.319822405461458,1.27047243762202
0.320638945190796,1.26888438879954
0.321455484920134,1.26728760349244
0.322272024649472,1.26568216392886
0.32308856437881,1.26406815453403
0.323905104108148,1.26244566194379
0.324721643837486,1.2608147750171
0.325538183566824,1.25917558484751
0.326354723296162,1.25752818477351
0.3271712630255,1.25587267038781
0.327987802754838,1.25420913954541
0.328804342484176,1.25253769237042
0.329620882213514,1.2508584312616
0.330437421942852,1.2491714608966
0.33125396167219,1.24747688823478
0.332070501401528,1.24577482251857
0.332887041130866,1.2440653752734
0.333703580860204,1.24234866030607
0.334520120589542,1.24062479370148
0.33533666031888,1.23889389381777
0.336153200048218,1.23715608127975
0.336969739777556,1.2354114789706
0.337786279506894,1.23366021202174
0.338602819236231,1.23190240780093
0.33941935896557,1.23013819589838
0.340235898694907,1.22836770811105
0.341052438424245,1.22659107842485
0.341868978153583,1.22480844299492
0.342685517882921,1.22301994012381
0.343502057612259,1.22122571023753
0.344318597341597,1.21942589585949
0.345135137070935,1.21762064158229
0.345951676800273,1.21581009403725
0.346768216529611,1.21399440186176
0.347584756258949,1.21217371566428
0.348401295988287,1.21034818798718
0.349217835717625,1.20851797326712
0.350034375446963,1.20668322779323
0.350850915176301,1.20484410966286
0.351667454905639,1.20300077873502
0.352483994634977,1.20115339658144
0.353300534364315,1.19930212643528
0.354117074093653,1.19744713313743
0.354933613822991,1.19558858308053
0.355750153552329,1.19372664415056
0.356566693281667,1.19186148566615
0.357383233011005,1.18999327831555
0.358199772740343,1.18812219409134
0.359016312469681,1.1862484062228
0.359832852199019,1.18437208910616
0.360649391928357,1.18249341823257
0.361465931657695,1.180612570114
0.362282471387033,1.17872972220699
0.363099011116371,1.17684505283439
0.363915550845709,1.17495874110514
0.364732090575047,1.17307096683209
0.365548630304385,1.17118191044805
0.366365170033723,1.16929175292002
0.367181709763061,1.16740067566178
0.367998249492399,1.1655088604449
0.368814789221737,1.16361648930819
0.369631328951075,1.16172374446583
0.370447868680413,1.15983080821418
0.371264408409751,1.15793786283739
0.372080948139089,1.15604509051192
0.372897487868427,1.15415267321018
0.373714027597765,1.15226079260323
0.374530567327103,1.15036962996288
0.375347107056441,1.14847936606311
0.376163646785779,1.1465901810811
0.376980186515117,1.14470225449794
0.377796726244455,1.14281576499915
0.378613265973793,1.14093089037519
0.379429805703131,1.13904780742202
0.380246345432469,1.137166691842
0.381062885161807,1.13528771814512
0.381879424891145,1.1334110595508
